"cid","pubchem_name","pid","cid_other","wwm","ppm","chembl","wwm_name","ppm_name","chembl_name","chembl_id"
2481,"butalbital",2481,NA,1,1,1,"butalbital","butalbital","butalbital","CHEMBL454"
54746,"cabergoline",54746,NA,1,1,1,"cabergoline","cabergoline","cabergoline","CHEMBL1201087"
25102846,"1140909-48-3",25102847,NA,1,0,1,"cabozantinib s-malate",NA,"cabozantinib s-malate","CHEMBL2103868"
6241,"caffeine citrate",6241,NA,1,1,0,"caffeine citrate","caffeine citrate",NA,NA
5283731,"calcifediol",5283731,"1593,5280447,9952843,166583,46705323,137704803,6506392,91864756,126968450,5353325,134694705,135391164,145705670",1,1,1,"calcifediol","calcifediol","calcifediol","CHEMBL1040"
5280453,"calcitriol",5280453,NA,1,1,1,"calcitriol","calcitriol","calcitriol","CHEMBL846"
24812758,"canagliflozin",24812758,NA,1,1,1,"canagliflozin","canagliflozin","canagliflozin","CHEMBL2048484"
2540,"candesartan cilexetil",2540,NA,1,1,1,"candesartan cilexetil","candesartan cilexetil","candesartan cilexetil","CHEMBL1014"
644019,"cannabidiol",644019,NA,1,1,1,"cannabidiol","cannabidiol","cannabidiol","CHEMBL190461"
60953,"capecitabine",60953,NA,1,1,1,"capecitabine","capecitabine","capecitabine","CHEMBL1773"
44093,"captopril",44093,NA,1,1,1,"captopril","captopril","captopril","CHEMBL1560"
2554,"carbamazepine",2554,NA,1,1,1,"carbamazepine","carbamazepine","carbamazepine","CHEMBL108"
23676503,"carbenicillin indanyl sodium",93184,NA,1,1,1,"carbenicillin indanyl sodium","carbenicillin indanyl sodium","carbenicillin indanyl sodium","CHEMBL1200991"
90010,"carbetapentane citrate",90010,NA,1,1,1,"carbetapentane citrate","carbetapentane citrate","carbetapentane citrate","CHEMBL1256696"
34359,"carbidopa",34359,NA,1,1,1,"carbidopa","carbidopa","carbidopa","CHEMBL1200748"
5282409,"carbinoxamine maleate",2564,NA,1,1,1,"carbinoxamine maleate","carbinoxamine maleate","carbinoxamine maleate","CHEMBL1200974"
121396,"carglumic acid",121396,NA,1,1,1,"carglumic acid","carglumic acid","carglumic acid","CHEMBL1201780"
25096873,"cariprazine hydrochloride",11154555,NA,1,1,1,"cariprazine hydrochloride","cariprazine hydrochloride","cariprazine hydrochloride","CHEMBL2024517"
2576,"carisoprodol",2576,NA,1,1,1,"carisoprodol","carisoprodol","carisoprodol","CHEMBL1233"
6433356,"carphenazine dimaleate",18104,"20838085",1,0,1,"carphenazine maleate",NA,"carphenazine maleate","CHEMBL2358147"
2581,"carprofen",2581,NA,1,1,1,"carprofen","carprofen","carprofen","CHEMBL1316"
40127,"carteolol hydrochloride",2583,NA,1,1,1,"carteolol hydrochloride","carteolol hydrochloride","carteolol hydrochloride","CHEMBL1201002"
2585,"carvedilol",2585,NA,1,1,1,"carvedilol","carvedilol","carvedilol","CHEMBL723"
51039,"cefaclor",51039,NA,1,1,1,"cefaclor","cefaclor","cefaclor","CHEMBL680"
47965,"cefadroxil",47965,NA,1,1,1,"cefadroxil","cefadroxil","cefadroxil","CHEMBL1644"
6915944,"cefdinir",6915944,"6399253,6398970,6803597,6413100,11655595,87622762,88046200,123133951,131714458",1,1,1,"cefdinir","cefdinir","cefdinir","CHEMBL927"
6437877,"cefditoren pivoxil",6437877,"6917926,46911864,444006,51435895,6728941,53640932,13728409,51435894,92131259,134694052",1,1,1,"cefditoren pivoxil","cefditoren pivoxil","cefditoren pivoxil","CHEMBL454446"
5362065,"cefixime",5362065,"6321411,54362,5943039,6604438,91323352,2675,90437953,92329211",1,1,1,"cefixime","cefixime","cefixime","CHEMBL1541"
6526396,"cefpodoxime proxetil",6526396,"6321414,441393,2645,5353504,54051705",1,1,1,"cefpodoxime proxetil","cefpodoxime proxetil","cefpodoxime proxetil","CHEMBL1201016"
5281006,"cefprozil",5281006,"6436628",1,1,1,"cefprozil","cefprozil","cefprozil","CHEMBL3184906"
5282241,"ceftibuten dihydrate",5282242,"71433975,6916020,24847881,129689278,131632450",1,1,0,"ceftibuten dihydrate","ceftibuten dihydrate",NA,NA
6321416,"cefuroxime axetil",6321416,"5361467,47419,3379942,13371699,5809202,66524416,53990264,53990265,123133871,132989384",1,1,1,"cefuroxime axetil","cefuroxime axetil","cefuroxime axetil","CHEMBL1095930"
2662,"celecoxib",2662,NA,1,1,1,"celecoxib","celecoxib","celecoxib","CHEMBL118"
11962412,"cenobamate",11962412,NA,1,1,1,"cenobamate","cenobamate","cenobamate","CHEMBL3989949"
27447,"cephalexin",27447,NA,1,1,1,"cephalexin","cephalexin","cephalexin","CHEMBL1727"
19150,"cefaloglycin",19150,NA,1,1,1,"cephaloglycin","cephaloglycin","cephaloglycin","CHEMBL1200971"
38103,"cephradine",38103,NA,1,1,1,"cephradine","cephradine","cephradine","CHEMBL1604"
57379345,"ceritinib",57379345,NA,1,1,1,"ceritinib","ceritinib","ceritinib","CHEMBL2403108"
23663992,"cerivastatin sodium",446156,NA,1,1,1,"cerivastatin sodium","cerivastatin sodium","cerivastatin sodium","CHEMBL1200563"
55182,"cetirizine dihydrochloride",2678,"9551858,2678,57515953",1,1,1,"cetirizine hydrochloride","cetirizine hydrochloride","cetirizine hydrochloride","CHEMBL1201113"
123603,"cevimeline hydrochloride",83898,"22083401,9837584,117899486",1,1,1,"cevimeline hydrochloride","cevimeline hydrochloride","cevimeline hydrochloride","CHEMBL2218917"
10133,"chenodeoxycholic acid",10133,NA,1,1,1,"chenodiol","chenodiol","chenodiol","CHEMBL240597"
83813,"chlophedianol hydrochloride",2795,NA,1,1,1,"chlophedianol hydrochloride","chlophedianol hydrochloride","chlophedianol hydrochloride","CHEMBL1200972"
2708,"chlorambucil",2708,NA,1,1,1,"chlorambucil","chlorambucil","chlorambucil","CHEMBL515"
5959,"chloramphenicol",5959,NA,1,1,1,"chloramphenicol","chloramphenicol","chloramphenicol","CHEMBL130"
9916,"chlordiazepoxide hydrochloride",2712,NA,1,1,1,"chlordiazepoxide hydrochloride","chlordiazepoxide hydrochloride","chlordiazepoxide hydrochloride","CHEMBL1200703"
9324,"chlormadinone acetate",9324,NA,1,0,1,"chlormadinone acetate",NA,"chlormadinone acetate","CHEMBL110691"
2717,"chlormezanone",2717,NA,1,1,1,"chlormezanone","chlormezanone","chlormezanone","CHEMBL1200714"
64927,"chloroquine diphosphate",2719,NA,1,1,1,"chloroquine phosphate","chloroquine phosphate","chloroquine phosphate","CHEMBL1326"
2720,"chlorothiazide",2720,NA,1,0,1,"chlorothiazide",NA,"chlorothiazide","CHEMBL842"
11289,"chlorotrianisene",11289,NA,1,1,1,"chlorotrianisene","chlorotrianisene","chlorotrianisene","CHEMBL1200761"
2724,"chlorphenesin carbamate",2724,NA,1,1,1,"chlorphenesin carbamate","chlorphenesin carbamate","chlorphenesin carbamate","CHEMBL607710"
5281068,"chlorpheniramine maleate",2725,"2725,8231,5284366,6433151",1,1,1,"chlorpheniramine maleate","chlorpheniramine maleate","chlorpheniramine maleate","CHEMBL1659"
65477,"chlorphentermine hydrochloride",10007,NA,1,1,1,"chlorphentermine hydrochloride","chlorphentermine hydrochloride","chlorphentermine hydrochloride","CHEMBL1200595"
6240,"chlorpromazine hydrochloride",2726,NA,1,1,1,"chlorpromazine hydrochloride","chlorpromazine hydrochloride","chlorpromazine hydrochloride","CHEMBL1713"
2727,"chlorpropamide",2727,NA,1,1,1,"chlorpropamide","chlorpropamide","chlorpropamide","CHEMBL498"
667467,"chlorprothixene",667467,NA,1,1,1,"chlorprothixene","chlorprothixene","chlorprothixene","CHEMBL908"
2732,"chlorthalidone",2732,NA,1,1,1,"chlorthalidone","chlorthalidone","chlorthalidone","CHEMBL1055"
2733,"chlorzoxazone",2733,NA,1,1,1,"chlorzoxazone","chlorzoxazone","chlorzoxazone","CHEMBL1371"
5280795,"vitamin d3",5280795,NA,1,1,1,"cholecalciferol","cholecalciferol","cholecalciferol","CHEMBL1042"
221493,"cholic acid",221493,NA,1,1,1,"cholic acid","cholic acid","cholic acid","CHEMBL205596"
11350701,"choline fenofibrate",64929,NA,1,1,1,"choline fenofibrate","choline fenofibrate","choline fenofibrate","CHEMBL1201745"
2754,"cilostazol",2754,NA,1,1,1,"cilostazol","cilostazol","cilostazol","CHEMBL799"
2756,"cimetidine",2756,NA,1,1,1,"cimetidine","cimetidine","cimetidine","CHEMBL30"
156418,"cinacalcet hydrochloride",156419,NA,1,1,1,"cinacalcet hydrochloride","cinacalcet hydrochloride","cinacalcet hydrochloride","CHEMBL1200776"
2762,"cinoxacin",2762,NA,1,1,1,"cinoxacin","cinoxacin","cinoxacin","CHEMBL1208"
62999,"ciprofloxacin hydrochloride",2764,NA,1,1,1,"ciprofloxacin hydrochloride","ciprofloxacin hydrochloride","ciprofloxacin hydrochloride","CHEMBL1202"
6917697,"cisapride monohydrate",6917698,"656684,13677778,66624592",1,1,0,"cisapride monohydrate","cisapride monohydrate",NA,NA
77995,"citalopram hydrobromide",2771,NA,1,1,1,"citalopram hydrobromide","citalopram hydrobromide","citalopram hydrobromide","CHEMBL1200781"
20279,"cladribine",20279,NA,1,1,1,"cladribine","cladribine","cladribine","CHEMBL1619"
84029,"clarithromycin",84029,NA,1,1,1,"clarithromycin","clarithromycin","clarithromycin","CHEMBL1741"
23665591,"potassium clavulanate",5280980,NA,1,0,1,"clavulanate potassium",NA,"clavulanate potassium","CHEMBL1003"
5281069,"clemastine fumarate",26987,NA,1,1,1,"clemastine fumarate","clemastine fumarate","clemastine fumarate","CHEMBL1200795"
19004,"clidinium bromide",2784,NA,1,1,1,"clidinium bromide","clidinium bromide","clidinium bromide","CHEMBL1200950"
16051951,"clindamycin hydrochloride",446598,"6419884,441204,5702025,21872021,46781040,137705122,16219133,44629924,46738091,75534857,86222708,134129519,134693959",1,1,1,"clindamycin hydrochloride","clindamycin hydrochloride","clindamycin hydrochloride","CHEMBL1200588"
2789,"clobazam",2789,NA,1,1,1,"clobazam","clobazam","clobazam","CHEMBL70418"
2794,"clofazimine",2794,NA,1,1,1,"clofazimine","clofazimine","clofazimine","CHEMBL1292"
2796,"clofibrate",2796,NA,1,1,1,"clofibrate","clofibrate","clofibrate","CHEMBL565"
3033832,"clomifene citrate",3033832,"60974,6420009",1,1,1,"clomiphene citrate","clomiphene citrate","clomiphene citrate","CHEMBL3185958"
68539,"clomipramine hydrochloride",2801,NA,1,1,1,"clomipramine hydrochloride","clomipramine hydrochloride","clomipramine hydrochloride","CHEMBL1200710"
2802,"clonazepam",2802,NA,1,1,1,"clonazepam","clonazepam","clonazepam","CHEMBL452"
20179,"clonidine hydrochloride",2803,NA,1,1,1,"clonidine hydrochloride","clonidine hydrochloride","clonidine hydrochloride","CHEMBL1705"
115366,"clopidogrel bisulfate",60606,NA,1,1,1,"clopidogrel bisulfate","clopidogrel bisulfate","clopidogrel bisulfate","CHEMBL1083385"
167305,"clorazepate dipotassium",2809,"23706210,42126",1,1,1,"clorazepate dipotassium","clorazepate dipotassium","clorazepate dipotassium","CHEMBL2096631"
23675743,"cloxacillin sodium",6098,"23675320,6098,16213036,66587017,6426741,23617198,101972025",1,1,1,"cloxacillin sodium","cloxacillin sodium","cloxacillin sodium","CHEMBL1200388"
135398737,"clozapine",135398737,NA,1,1,1,"clozapine","clozapine","clozapine","CHEMBL42"
25151504,"cobicistat",25151504,NA,1,1,1,"cobicistat","cobicistat","cobicistat","CHEMBL2095208"
71491931,"cobimetinib fumarate",16222096,NA,1,1,1,"cobimetinib fumarate","cobimetinib fumarate","cobimetinib fumarate","CHEMBL2364607"
5359613,"codeine sulfate",5284371,"6098421,21155870",1,1,1,"codeine sulfate","codeine sulfate","codeine sulfate","CHEMBL284671"
6167,"colchicine",6167,NA,1,1,1,"colchicine","colchicine","colchicine","CHEMBL107"
5745,"cortisone acetate",5745,NA,1,1,1,"cortisone acetate","cortisone acetate","cortisone acetate","CHEMBL1650"
11626560,"crizotinib",11626560,NA,1,1,1,"crizotinib","crizotinib","crizotinib","CHEMBL601719"
27503,"cromolyn sodium",2882,NA,1,1,1,"cromolyn sodium","cromolyn sodium","cromolyn sodium","CHEMBL74"
19003,"cyclacillin",19003,NA,1,1,1,"cyclacillin","cyclacillin","cyclacillin","CHEMBL1200356"
22576,"cyclobenzaprine hydrochloride",2895,NA,1,1,1,"cyclobenzaprine hydrochloride","cyclobenzaprine hydrochloride","cyclobenzaprine hydrochloride","CHEMBL1200636"
2907,"cyclophosphamide",2907,NA,1,1,1,"cyclophosphamide","cyclophosphamide","cyclophosphamide","CHEMBL88"
6234,"d-cycloserine",6234,NA,1,1,1,"cycloserine","cycloserine","cycloserine","CHEMBL771"
5284373,"cyclosporin a",5284373,"6435893,5280754,62280,24883466,5497195,25246316,73896891,122172945,123134263",1,1,1,"cyclosporine","cyclosporine","cyclosporine","CHEMBL160"
2910,"cyclothiazide",2910,NA,1,1,1,"cyclothiazide","cyclothiazide","cyclothiazide","CHEMBL61593"
101597,"cycrimine hydrochloride",2911,NA,1,1,1,"cycrimine hydrochloride","cycrimine hydrochloride","cycrimine hydrochloride","CHEMBL1200828"
13770,"cyproheptadine hydrochloride",2913,NA,1,1,1,"cyproheptadine hydrochloride","cyproheptadine hydrochloride","cyproheptadine hydrochloride","CHEMBL1716"
23111531,"cysteamine bitartrate",875,"161580,24883453",1,1,1,"cysteamine bitartrate","cysteamine bitartrate","cysteamine bitartrate","CHEMBL2062263"
11434065,"pradaxa",6445226,"135566083,72960092,213023,10439877",1,1,1,"dabigatran etexilate mesylate","dabigatran etexilate mesylate","dabigatran etexilate mesylate","CHEMBL1615369"
44516822,"dabrafenib mesylate",44462760,NA,1,1,1,"dabrafenib mesylate","dabrafenib mesylate","dabrafenib mesylate","CHEMBL2105729"
25154713,"daclatasvir dihydrochloride",25154714,NA,1,1,1,"daclatasvir dihydrochloride","daclatasvir dihydrochloride","daclatasvir dihydrochloride","CHEMBL2303621"
11511120,"dacomitinib",11511120,NA,1,1,1,"dacomitinib","dacomitinib","dacomitinib","CHEMBL2105719"
1727,"4-aminopyridine",1727,NA,1,1,1,"dalfampridine","dalfampridine","dalfampridine","CHEMBL284348"
28417,"danazol",28417,NA,1,1,1,"danazol","danazol","danazol","CHEMBL1479"
2950,"danthron",2950,NA,1,0,1,"danthron",NA,"danthron","CHEMBL53418"
6604100,"dantrolene sodium",6914273,"32731,13271066,5702224,6914273,9568637,16219293,23707296,6604728,131954767,5353563,71563341,136675526",1,1,1,"dantrolene sodium","dantrolene sodium","dantrolene sodium","CHEMBL928"
9887712,"dapagliflozin",9887712,NA,1,0,1,"dapagliflozin",NA,"dapagliflozin","CHEMBL429910"
2955,"dapsone",2955,NA,1,1,1,"dapsone","dapsone","dapsone","CHEMBL1043"
444030,"darifenacin hydrobromide",444031,NA,1,1,1,"darifenacin hydrobromide","darifenacin hydrobromide","darifenacin hydrobromide","CHEMBL1200935"
67171867,"darolutamide",67171867,NA,1,1,0,"darolutamide","darolutamide",NA,NA
23725083,"darunavir ethanolate",213039,NA,1,1,1,"darunavir ethanolate","darunavir ethanolate","darunavir ethanolate","CHEMBL1201127"
86291590,"dasabuvir sodium",56640146,NA,1,1,1,"dasabuvir sodium","dasabuvir sodium","dasabuvir sodium","CHEMBL3544985"
3062316,"dasatinib",3062316,NA,1,1,1,"dasatinib","dasatinib","dasatinib","CHEMBL1421"
214348,"deferasirox",214348,NA,1,1,1,"deferasirox","deferasirox","deferasirox","CHEMBL550348"
2972,"deferiprone",2972,NA,1,1,1,"deferiprone","deferiprone","deferiprone","CHEMBL70927"
189821,"deflazacort",189821,NA,1,1,1,"deflazacort","deflazacort","deflazacort","CHEMBL1201891"
11578213,"delafloxacin meglumine",11578213,NA,1,0,1,"delafloxacin meglumine",NA,"delafloxacin meglumine","CHEMBL2105638"
441386,"delavirdine mesylate",5625,NA,1,1,1,"delavirdine mesylate","delavirdine mesylate","delavirdine mesylate","CHEMBL929"
54686764,"demeclocycline hydrochloride",54680690,NA,1,1,1,"demeclocycline hydrochloride","demeclocycline hydrochloride","demeclocycline hydrochloride","CHEMBL1200474"
8550,"deserpidine",8550,NA,1,1,1,"deserpidine","deserpidine","deserpidine","CHEMBL1200515"
65327,"desipramine hydrochloride",2995,NA,1,1,1,"desipramine hydrochloride","desipramine hydrochloride","desipramine hydrochloride","CHEMBL1696"
124087,"desloratadine",124087,NA,1,1,1,"desloratadine","desloratadine","desloratadine","CHEMBL1172"
9833407,"desmopressin acetate",5311065,"64758,46783812,64759,167569,27991,5311065,16051969,76962180,124080868",1,1,1,"desmopressin acetate","desmopressin acetate","desmopressin acetate","CHEMBL1200556"
40973,"desogestrel",40973,NA,1,0,1,"desogestrel",NA,"desogestrel","CHEMBL1533"
9800068,"wy 45233 succinate",125017,NA,1,1,1,"desvenlafaxine succinate","desvenlafaxine succinate","desvenlafaxine succinate","CHEMBL1201728"
73437646,"tetrabenazine d6",73437646,"73442840,45255840",1,1,0,"deutetrabenazine","deutetrabenazine",NA,NA
5743,"dexamethasone",5743,NA,1,1,1,"dexamethasone","dexamethasone","dexamethasone","CHEMBL384467"
6433334,"dexbrompheniramine maleate",16960,NA,1,1,1,"dexbrompheniramine maleate","dexbrompheniramine maleate","dexbrompheniramine maleate","CHEMBL1200638"
66264,"dexfenfluramine hydrochloride",66265,NA,1,0,1,"dexfenfluramine hydrochloride",NA,"dexfenfluramine hydrochloride","CHEMBL1887891"
9578005,"dexlansoprazole",9578005,NA,1,1,1,"dexlansoprazole","dexlansoprazole","dexlansoprazole","CHEMBL1201863"
154100,"dexmethylphenidate hydrochloride",154101,NA,1,1,1,"dexmethylphenidate hydrochloride","dexmethylphenidate hydrochloride","dexmethylphenidate hydrochloride","CHEMBL904"
5825,"ditab",5825,"20055400",1,1,1,"dextroamphetamine sulfate","dextroamphetamine sulfate","dextroamphetamine sulfate","CHEMBL3544971"
5464025,"dextromethorphan hydrobromide",5360696,NA,1,1,1,"dextromethorphan polistirex","dextromethorphan polistirex","dextromethorphan polistirex","CHEMBL1201461"
23690433,"dextrothyroxine sodium",8730,"23677961,8730",1,1,1,"dextrothyroxine sodium","dextrothyroxine sodium","dextrothyroxine sodium","CHEMBL3545058"
3016,"diazepam",3016,NA,1,1,1,"diazepam","diazepam","diazepam","CHEMBL12"
3019,"diazoxide",3019,NA,1,1,1,"diazoxide","diazoxide","diazoxide","CHEMBL181"
3038,"dichlorphenamide",3038,NA,1,1,1,"dichlorphenamide","dichlorphenamide","dichlorphenamide","CHEMBL17"
5018304,"diclofenac sodium",3033,NA,1,1,1,"diclofenac sodium","diclofenac sodium","diclofenac sodium","CHEMBL1034"
23667628,"dicloxacillin sodium",18381,"23675786,60148384,101327128,6426742,66587064",1,1,1,"dicloxacillin sodium","dicloxacillin sodium","dicloxacillin sodium","CHEMBL1200701"
54676038,"dicumarol",54676038,NA,1,1,1,"dicumarol","dicumarol","dicumarol","CHEMBL1466"
441344,"dicyclomine hydrochloride",3042,NA,1,1,1,"dicyclomine hydrochloride","dicyclomine hydrochloride","dicyclomine hydrochloride","CHEMBL1200479"
135398739,"didanosine",135398739,NA,1,1,1,"didanosine","didanosine","didanosine","CHEMBL1460"
68861,"dienogest",68861,NA,1,0,1,"dienogest",NA,"dienogest","CHEMBL1201864"
15432,"diethylcarbamazine citrate",15432,NA,1,1,1,"diethylcarbamazine citrate","diethylcarbamazine citrate","diethylcarbamazine citrate","CHEMBL937"
91442,"diethylpropion hydrochloride",7029,NA,1,1,1,"diethylpropion hydrochloride","diethylpropion hydrochloride","diethylpropion hydrochloride","CHEMBL1693"
448537,"diethylstilbestrol",448537,NA,1,1,1,"diethylstilbestrol","diethylstilbestrol","diethylstilbestrol","CHEMBL411"
53447387,"difenoxin hydrochloride",34328,NA,1,0,1,"difenoxin hydrochloride",NA,"difenoxin hydrochloride","CHEMBL1200599"
3059,"diflunisal",3059,NA,1,1,1,"diflunisal","diflunisal","diflunisal","CHEMBL898"
2724385,"digoxin",2724385,NA,1,1,1,"digoxin","digoxin","digoxin","CHEMBL1751"
5492624,"unii-8lxs95bsa9",5492624,"273030,18601660",1,0,1,"dihydrocodeine bitartrate",NA,"dihydrocodeine bitartrate","CHEMBL2062266"
168871,"dihydroergocornine",168871,NA,1,0,0,"dihydroergocornine",NA,NA,NA
107715,"dihydroergocristine",107715,NA,1,0,1,"dihydroergocristine",NA,"dihydroergocristine","CHEMBL601773"
62920,"diltiazem hydrochloride",39186,NA,1,1,1,"diltiazem hydrochloride","diltiazem hydrochloride","diltiazem hydrochloride","CHEMBL1697"
637568,"dimethyl fumarate",637568,NA,1,1,1,"dimethyl fumarate","dimethyl fumarate","dimethyl fumarate","CHEMBL2107333"
8980,"diphenhydramine hydrochloride",3100,NA,1,1,1,"diphenhydramine hydrochloride","diphenhydramine hydrochloride","diphenhydramine hydrochloride","CHEMBL1620"
66266,"3254-89-5",3055,NA,1,1,1,"diphenidol hydrochloride","diphenidol hydrochloride","diphenidol hydrochloride","CHEMBL1529"
6432394,"diphenoxylate hydrochloride",13505,NA,1,0,1,"diphenoxylate hydrochloride",NA,"diphenoxylate hydrochloride","CHEMBL1200665"
66063,"diphenylpyraline hydrochloride",3103,NA,1,1,1,"diphenylpyraline hydrochloride","diphenylpyraline hydrochloride","diphenylpyraline hydrochloride","CHEMBL1564"
3108,"dipyridamole",3108,NA,1,1,1,"dipyridamole","dipyridamole","dipyridamole","CHEMBL932"
522325,"dipyrone",3111,NA,1,0,1,"dipyrone",NA,"dipyrone","CHEMBL461522"
6473883,"dirithromycin",6473883,"6917067,4580358,5464388,78358338,46705321,46783780,60148420,70789200,71306790,71729967,126968498,138107815,45105094,129009964,129629095,132274080,132274085,134693953",1,1,1,"dirithromycin","dirithromycin","dirithromycin","CHEMBL3039471"
73330464,"diroximel fumarate",73330464,NA,1,1,1,"diroximel fumarate","diroximel fumarate","diroximel fumarate","CHEMBL3989944"
30928,"disopyramide phosphate",3114,NA,1,1,1,"disopyramide phosphate","disopyramide phosphate","disopyramide phosphate","CHEMBL1201020"
3117,"disulfiram",3117,NA,1,1,1,"disulfiram","disulfiram","disulfiram","CHEMBL964"
71329,"dofetilide",71329,NA,1,1,1,"dofetilide","dofetilide","dofetilide","CHEMBL473"
3033817,"dolasetron mesylate",3033818,"24839546,60653",1,1,1,"dolasetron mesylate","dolasetron mesylate","dolasetron mesylate","CHEMBL2368924"
46216142,"dolutegravir sodium",54726191,NA,1,1,1,"dolutegravir sodium","dolutegravir sodium","dolutegravir sodium","CHEMBL1213165"
5741,"donepezil hydrochloride",3152,NA,1,1,1,"donepezil hydrochloride","donepezil hydrochloride","donepezil hydrochloride","CHEMBL1678"
58460047,"doravirine",58460047,NA,1,1,1,"doravirine","doravirine","doravirine","CHEMBL2364608"
62978,"doxazosin mesylate",3157,NA,1,1,1,"doxazosin mesylate","doxazosin mesylate","doxazosin mesylate","CHEMBL1200561"
6419921,"doxepin hydrochloride",667477,NA,1,1,1,"doxepin hydrochloride","doxepin hydrochloride","doxepin hydrochloride","CHEMBL1628234"
5281107,"doxercalciferol",5281107,NA,1,1,1,"doxercalciferol","doxercalciferol","doxercalciferol","CHEMBL1200810"
54686183,"doxycycline hyclate",54671203,"54671203,54705095,54686898,54685920,57514051,54729367,57515985",1,1,1,"doxycycline hyclate","doxycycline hyclate","doxycycline hyclate","CHEMBL1200567"
11224,"doxylamine succinate",3162,NA,1,1,1,"doxylamine succinate","doxylamine succinate","doxylamine succinate","CHEMBL1200392"
16078,"dronabinol",16078,NA,1,1,1,"dronabinol","dronabinol","dronabinol","CHEMBL465"
219025,"dronedarone hydrochloride",208898,NA,1,1,1,"dronedarone hydrochloride","dronedarone hydrochloride","dronedarone hydrochloride","CHEMBL1201729"
68873,"drospirenone",68873,NA,1,1,1,"drospirenone","drospirenone","drospirenone","CHEMBL1509"
92974,"droxidopa",92974,NA,1,1,1,"droxidopa","droxidopa","droxidopa","CHEMBL2103827"
60834,"duloxetine hydrochloride",60835,"57515987,60835",1,1,1,"duloxetine hydrochloride","duloxetine hydrochloride","duloxetine hydrochloride","CHEMBL1200328"
6918296,"dutasteride",6918296,NA,1,1,1,"dutasteride","dutasteride","dutasteride","CHEMBL1200969"
50905713,"duvelisib",50905713,NA,1,1,1,"duvelisib","duvelisib","duvelisib","CHEMBL3039502"
9051,"dydrogesterone",9051,NA,1,1,1,"dydrogesterone","dydrogesterone","dydrogesterone","CHEMBL1200853"
3182,"dyphylline",3182,NA,1,1,1,"dyphylline","dyphylline","dyphylline","CHEMBL1752"
44610678,"edoxaban tosylate",10280735,NA,1,1,1,"edoxaban tosylate","edoxaban tosylate","edoxaban tosylate","CHEMBL2105682"
64139,"efavirenz",64139,NA,1,1,1,"efavirenz","efavirenz","efavirenz","CHEMBL223228"
24785956,"elagolix sodium",11250647,NA,1,1,1,"elagolix sodium","elagolix sodium","elagolix sodium","CHEMBL502182"
71661251,"elbasvir",71661251,NA,1,0,1,"elbasvir",NA,"elbasvir","CHEMBL3039514"
656631,"eletriptan hydrobromide",77993,NA,1,1,1,"eletriptan hydrobromide","eletriptan hydrobromide","eletriptan hydrobromide","CHEMBL1201003"
134587348,"elexacaftor",134587348,NA,1,0,0,"elexacaftor",NA,NA,NA
52918379,"eliglustat tartrate",23652731,NA,1,1,1,"eliglustat tartrate","eliglustat tartrate","eliglustat tartrate","CHEMBL2103853"
135449331,"eltrombopag olamine",135449332,NA,1,1,1,"eltrombopag olamine","eltrombopag olamine","eltrombopag olamine","CHEMBL3989691"
11250029,"eluxadoline",11250029,NA,1,1,1,"eluxadoline","eluxadoline","eluxadoline","CHEMBL2159122"
5277135,"elvitegravir",5277135,NA,1,1,1,"elvitegravir","elvitegravir","elvitegravir","CHEMBL204656"
11949646,"empagliflozin",11949646,NA,1,1,1,"empagliflozin","empagliflozin","empagliflozin","CHEMBL2107830"
60877,"emtricitabine",60877,NA,1,1,1,"emtricitabine","emtricitabine","emtricitabine","CHEMBL885"
5388961,"enalapril maleate",5388962,NA,1,1,1,"enalapril maleate","enalapril maleate","enalapril maleate","CHEMBL1200659"
90480031,"enasidenib mesylate",89683805,NA,1,1,1,"enasidenib mesylate","enasidenib mesylate","enasidenib mesylate","CHEMBL3989931"
48040,"encainide hydrochloride",48041,NA,1,0,1,"encainide hydrochloride",NA,"encainide hydrochloride","CHEMBL2106155"
50922675,"encorafenib",50922675,NA,1,1,1,"encorafenib","encorafenib","encorafenib","CHEMBL3301612"
3229,"enoxacin",3229,NA,1,1,1,"enoxacin","enoxacin","enoxacin","CHEMBL826"
5281081,"entacapone",5281081,NA,1,1,1,"entacapone","entacapone","entacapone","CHEMBL953"
135398508,"entecavir",135398508,NA,1,1,1,"entecavir","entecavir","entecavir","CHEMBL713"
25141092,"entrectinib",25141092,NA,1,1,1,"entrectinib","entrectinib","entrectinib","CHEMBL1983268"
15951529,"enzalutamide",15951529,NA,1,1,1,"enzalutamide","enzalutamide","enzalutamide","CHEMBL1082407"
443872,"eplerenone",443872,"9953590,21865526,150310,24847741,124040753,129009858",1,1,1,"eplerenone","eplerenone","eplerenone","CHEMBL1095097"
5282474,"eprosartan mesylate",5281037,NA,1,1,1,"eprosartan mesylate","eprosartan mesylate","eprosartan mesylate","CHEMBL1200987"
67462786,"erdafitinib",67462786,NA,1,1,1,"erdafitinib","erdafitinib","erdafitinib","CHEMBL3545376"
5280793,"ergocalciferol",5280793,NA,1,1,1,"ergocalciferol","ergocalciferol","ergocalciferol","CHEMBL1536"
9787,"ergotamine tartrate",8223,"16051995,8223,6537504,11722266,32350,88922160",1,1,1,"ergotamine tartrate","ergotamine tartrate","ergotamine tartrate","CHEMBL2062265"
176871,"erlotinib hydrochloride",176870,NA,1,1,1,"erlotinib hydrochloride","erlotinib hydrochloride","erlotinib hydrochloride","CHEMBL1079742"
