cid,dose,dose_min,dose_max,dose_unit,dose_conf,dose_unit_type,duration,duration_unit,frequency,frequency_unit,rate,rate_unit,volume,volume_unit,lifestage
23404,5 mg/ml,5,5,mg/ml,high,mass_volume,,,,,,,,,
36401,5 mg/ml,5,5,mg/ml,high,mass_volume,,,,,,,,,
36402,5 mg/ml,5,5,mg/ml,high,mass_volume,,,,,,,,,
36403,5 mg/ml,5,5,mg/ml,high,mass_volume,,,,,,,,,
47744,5 mg/ml,5,5,mg/ml,high,mass_volume,,,,,,,,,
15527,"5 mg/mL, 100 uL, liposomes",5,5,mg/ml,high,mass_volume,,,,,,,,,
20495,"5 min, 0.25 mg/ml (12 ml/h)",5,5,mg/ml,low,mass_volume,,,,,,,,,
55005,3-6 mg/0.5 mL,3,6,mg/ml,high,mass_volume,,,,,,,,,
33771,"6mL/kg, 320 mgI/mL, right kidney was nephrectomized",6,6,mg/ml,low,mass_volume,,,,,,,,,
33883,"6mL/kg, 400 mgI/mL, right kidney was nephrectomized",6,6,mg/ml,low,mass_volume,,,,,,,,,
23407,6 mg/ml,6,6,mg/ml,high,mass_volume,,,,,,,,,
33872,6 mg/ml,6,6,mg/ml,high,mass_volume,,,,,,,,,
46259,6.0 mg/ml,6,6,mg/ml,high,mass_volume,,,,,,,,,
55035,6 mg/0.5 mL,6,6,mg/ml,high,mass_volume,,,,,,,,,
47039,6.25 mg - 0.5 mL/once a month,6.25,6.25,mg/ml,low,mass_volume,,,,,,,,,
33874,6-7 mg/ml,6,7,mg/ml,high,mass_volume,,,,,,,,,
33876,7 mg/ml,7,7,mg/ml,high,mass_volume,,,,,,,,,
5611,7.5 mg/mL,7.5,7.5,mg/ml,high,mass_volume,,,,,,,,,
10161,7.5 mg/mL,7.5,7.5,mg/ml,high,mass_volume,,,,,,,,,
10162,7.5 mg/mL,7.5,7.5,mg/ml,high,mass_volume,,,,,,,,,
23514,8.3 mg/mL/3 hours,8.3,8.3,mg/ml,high,mass_volume,,,,,,,,,
44822,8.4 mg/ml,8.4,8.4,mg/ml,high,mass_volume,,,,,,,,,
26674,"9.14 mg/mL, 0.5 mL nonionic microemuLsions, 28D",9.14,9.14,mg/ml,high,mass_volume,,,,,,,,,
24212,10 mg/mL,10,10,mg/ml,high,mass_volume,,,,,,,,,
35238,10 mg/mL,10,10,mg/ml,high,mass_volume,,,,,,,,,
40842,10 mg/mL,10,10,mg/ml,high,mass_volume,,,,,,,,,
41951,10 mg/mL,10,10,mg/ml,high,mass_volume,,,,,,,,,
52550,10 mg/mL,10,10,mg/ml,high,mass_volume,,,,,,,,,
13175,10 mg/0.1 ml,10,10,mg/ml,high,mass_volume,,,,,,,,,
32038,"10 mg/mL, 5 ul",10,10,mg/ml,high,mass_volume,,,,,,,,,
52552,10.6 mg/ml,10.6,10.6,mg/ml,high,mass_volume,,,,,,,,,
10141,15 mg/mL,15,15,mg/ml,high,mass_volume,,,,,,,,,
13249,"15 mg/ml, 0.1 ml",15,15,mg/ml,high,mass_volume,,,,,,,,,
43406,"18 mg/mL, 6W before pregnancy, during pregnancy, and lactation",18,18,mg/ml,high,mass_volume,,,,,,,,,
39735,"20 mg/50 ml bolus infusion, self-administer 6 days/week",20,20,mg/ml,high,mass_volume,,,,,,,,,
29921,20 mg/mL,20,20,mg/ml,high,mass_volume,,,,,,,,,
53939,20 mg/mL,20,20,mg/ml,high,mass_volume,,,,,,,,,
20489,"20 min, 0.25 mg/ml (12 ml/h)",20,20,mg/ml,low,mass_volume,,,,,,,,,
50166,25 mg/mL,25,25,mg/ml,high,mass_volume,,,,,,,,,
59498,"25 mg/ml, 10 ul, 7D",25,25,mg/ml,high,mass_volume,,,,,,,,,
22223,"25 mg/mL, 4x10-s vapor puffs with 2-s intervals every 5 min, 40-min exposure session",25,25,mg/ml,high,mass_volume,,,,,,,,,
10146,25 mg/mL,25,25,mg/ml,high,mass_volume,,,,,,,,,
50167,25 mg/mL,25,25,mg/ml,high,mass_volume,,,,,,,,,
8171,"25 mg/ml, 0.03 ml",25,25,mg/ml,high,mass_volume,,,,,,,,,
41155,25 mg/mL - 0.2 mL,25,25,mg/ml,high,mass_volume,,,,,,,,,
50168,25 mg/mL,25,25,mg/ml,high,mass_volume,,,,,,,,,
12121,"30 mg/30 ml, 3 separate procedures at 3-week intervals",30,30,mg/ml,high,mass_volume,,,,,,,,,
36923,30 mg/mL/2 drops/4 a ay,30,30,mg/ml,high,mass_volume,,,,,,,,,
59678,30 mg/mL,30,30,mg/ml,high,mass_volume,,,,,,,,,
59679,30 mg/mL,30,30,mg/ml,high,mass_volume,,,,,,,,,
13278,"30 mg/ml, 0.1 ml",30,30,mg/ml,high,mass_volume,,,,,,,,,
29832,"40 mg/ml, every twoD for 15D",40,40,mg/ml,high,mass_volume,,,,,,,,,
29831,"40 mg/mL 0.1 cc, 10D",40,40,mg/ml,high,mass_volume,,,,,,,,,
1608,"40 mg/mL, 0.05 mL",40,40,mg/ml,high,mass_volume,,,,,,,,,
58438,"40 mg/mL, 0.5 mL",40,40,mg/ml,high,mass_volume,,,,,,,,,
50169,25-50 mg/ml,25,50,mg/ml,high,mass_volume,,,,,,,,,
50170,25-50 mg/ml,25,50,mg/ml,high,mass_volume,,,,,,,,,
50171,25-50 mg/ml,25,50,mg/ml,high,mass_volume,,,,,,,,,
39382,50 mg/mL,50,50,mg/ml,high,mass_volume,,,,,,,,,
28696,50 mg/mL - 1 mL,50,50,mg/ml,high,mass_volume,,,,,,,,,
34044,50 mL -240 mgl/mL.,50,50,mg/ml,low,mass_volume,,,,,,,,,
51811,50 mg/10 mL,50,50,mg/ml,high,mass_volume,,,,,,,,,
22245,"50 mg/mL, 30 min",50,50,mg/ml,high,mass_volume,,,,,,,,,
26288,"50 mg/mL, 0.12 uL/g body weight",50,50,mg/ml,high,mass_volume,,,,,,,,,
5598,50 mg/mL - 0.5 mL,50,50,mg/ml,high,mass_volume,,,,,,,,,
38091,50 mL - 10-20 mg/mL,50,50,mg/ml,low,mass_volume,,,,,,,,,
57446,60 mg /ml/180min,60,60,mg/ml,high,mass_volume,,,,,,,,,
57447,60 mg/ml/180 min,60,60,mg/ml,high,mass_volume,,,,,,,,,
57448,60 mg/ml/20min,60,60,mg/ml,high,mass_volume,,,,,,,,,
57449,60 mg/ml/60min,60,60,mg/ml,high,mass_volume,,,,,,,,,
45408,60 mg - 20 mL,60,60,mg/ml,low,mass_volume,,,,,,,,,
20496,"60 min, 0.25 mg/ml (12 ml/h)",60,60,mg/ml,low,mass_volume,,,,,,,,,
9719,70 mg/mL,70,70,mg/ml,high,mass_volume,,,,,,,,,
39229,"70 mg/mL, 150 mL",70,70,mg/ml,high,mass_volume,,,,,,,,,
47895,75 mg/mL,75,75,mg/ml,high,mass_volume,,,,,,,,,
34050,80 mL - 300 mgl/mL,80,80,mg/ml,low,mass_volume,,,,,,,,,
34206,100 mg/ml,100,100,mg/ml,high,mass_volume,,,,,,,,,
43363,"100 mg/ml, 2W, in drinking water",100,100,mg/ml,high,mass_volume,,,,,,,,,
43362,"100 mg/ml in drink water, prostate cancer model, 80D",100,100,mg/ml,high,mass_volume,,,,,,,,,
8482,"100 ul, 1 mg/ml, 2W",100,100,mg/ml,low,mass_volume,,,,,,,,,
8483,"100 ul, 1 mg/ml, 3W",100,100,mg/ml,low,mass_volume,,,,,,,,,
24213,100 mg/ml,100,100,mg/ml,high,mass_volume,,,,,,,,,
11397,"100 mg/100 mL, diluted 1:1 in dextrose and water",100,100,mg/ml,high,mass_volume,,,,,,,,,
26047,"100 mg/mL, 10 mg/site, 4H",100,100,mg/ml,high,mass_volume,,,,,,,,,
11396,100 mg/100 mL exchanged blood,100,100,mg/ml,high,mass_volume,,,,,,,,,
5454,100 mg/mL - 0.5 mL,100,100,mg/ml,high,mass_volume,,,,,,,,,
33829,100 ml - 300 mg/ml,100,100,mg/ml,low,mass_volume,,,,,,,,,
33830,100 ml - 350 mg/ml,100,100,mg/ml,low,mass_volume,,,,,,,,,
33887,100 mL of 300 mg/mL,100,100,mg/ml,low,mass_volume,,,,,,,,,
54028,111 mg/ml of sodium and 4 mmol/ml of phosphorous,111,111,mg/ml,high,mass_volume,,,,,,,,,
33891,128 mg/mL - 6-60 mL,128,128,mg/ml,high,mass_volume,,,,,,,,,
9704,140 mg/ml,140,140,mg/ml,high,mass_volume,,,,,,,,,
23820,140 mg/ml,140,140,mg/ml,high,mass_volume,,,,,,,,,
33833,140 mg/ml,140,140,mg/ml,high,mass_volume,,,,,,,,,
4131,"150 mg/100 mL over 10 minutes, then 1mg/min for 6 hours and then 0.5 mg/min",150,150,mg/ml,high,mass_volume,,,1,min,,,,,
33992,150 -370 mgI/mL,150,150,mg/ml,low,mass_volume,,,,,,,,,
33993,150 -370 mgI/mL,150,150,mg/ml,low,mass_volume,,,,,,,,,
33994,150 mgI/mL,150,150,mg/ml,low,mass_volume,,,,,,,,,
33995,150 mL - 300 mgl/mL,150,150,mg/ml,low,mass_volume,,,,,,,,,
19507,150 mg/mL,150,150,mg/ml,high,mass_volume,,,,,,,,,
57413,170 mg/1.7 ml-300 mg/5 ml,170,170,mg/ml,high,mass_volume,,,,,,,,,
33837,180 mg/ml,180,180,mg/ml,high,mass_volume,,,,,,,,,
43439,"200 mg/mL in drinking water, pregnant, from pregnant day 0 to 21 d of lactation",200,200,mg/ml,high,mass_volume,,,,,,,,,
5508,200 mg - 2 mL,200,200,mg/ml,low,mass_volume,,,,,,,,,
33894,200 mg/mL - 10 mL,200,200,mg/ml,high,mass_volume,,,,,,,,,
33895,200 mg/mL - 11-15 mL,200,200,mg/ml,high,mass_volume,,,,,,,,,
38991,"220 mg/500 mL, 30M",220,220,mg/ml,high,mass_volume,,,,,,,,,
34011,240 mgI/mL,240,240,mg/ml,low,mass_volume,,,,,,,,,
34012,240 mgI/mL,240,240,mg/ml,low,mass_volume,,,,,,,,,
34013,240 mgl/mL,240,240,mg/ml,low,mass_volume,,,,,,,,,
34010,240 mg/mL,240,240,mg/ml,high,mass_volume,,,,,,,,,
26816,250 mg/12.5 ml/kg,250,250,mg/ml,high,mass_volume,,,,,,,,,
29069,287 mg/ml,287,287,mg/ml,high,mass_volume,,,,,,,,,
33888,100-300 mg/mL,100,300,mg/ml,high,mass_volume,,,,,,,,,
33834,140-300 mg/ml,140,300,mg/ml,high,mass_volume,,,,,,,,,
33996,150-300 mgI/mL,150,300,mg/ml,low,mass_volume,,,,,,,,,
33842,180-300 mgI/ml,180,300,mg/ml,low,mass_volume,,,,,,,,,
33838,180-300 mg - 20-75 mL,180,300,mg/ml,low,mass_volume,,,,,,,,,
33839,180-300 mg/ml,180,300,mg/ml,high,mass_volume,,,,,,,,,
33841,180-300 mg/mL - 6-12.5 mL,180,300,mg/ml,high,mass_volume,,,,,,,,,
33840,180-300 mg/mL - 1-1.7 mL/kg,180,300,mg/ml,high,mass_volume,,,,,,,,,
33896,200-300 mg/mL - 40-460 mL,200,300,mg/ml,high,mass_volume,,,,,,,,,
34009,225-300- mgI/mL,225,300,mg/ml,low,mass_volume,,,,,,,,,
33916,300 mg/mL - 50-100 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33921,300 mgl/mL - 40-460 mL,300,300,mg/ml,low,mass_volume,,,,,,,,,
33901,300 mg/ml,300,300,mg/ml,high,mass_volume,,,,,,,,,
33905,300 mg/mL - 10-80 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33912,300 mg/mL - 200 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
34028,300 -370 mgI/mL,300,300,mg/ml,low,mass_volume,,,,,,,,,
34030,300 mgI/mL,300,300,mg/ml,low,mass_volume,,,,,,,,,
34031,300 mgI/mL,300,300,mg/ml,low,mass_volume,,,,,,,,,
34032,300 mgl/mL.,300,300,mg/ml,low,mass_volume,,,,,,,,,
33855,300 mg/ml,300,300,mg/ml,high,mass_volume,,,,,,,,,
33902,300 mg/ml,300,300,mg/ml,high,mass_volume,,,,,,,,,
33903,300 mg/ml,300,300,mg/ml,high,mass_volume,,,,,,,,,
34029,300 mg/ml,300,300,mg/ml,high,mass_volume,,,,,,,,,
33857,300 mg/ml 60 μl,300,300,mg/ml,high,mass_volume,,,,,,,,,
33906,300 mg/mL - 100 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33904,300 mg/mL - 10-30 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33907,300 mg/mL - 110-210 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33908,300 mg/mL - 12-19 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33909,300 mg/mL - 125-190 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33910,300 mg/mL - 19-55 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33911,300 mg/mL - 2-25 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33913,300 mg/mL - 25 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33856,300 mg/mL - 30-60 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33914,300 mg/mL - 3-8 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33917,300 mg/mL - 50-100 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33918,300 mg/mL - 50-100 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33915,300 mg/mL - 50 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33919,300 mg/mL - 8-10 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33920,300 mg/mL - 83-207 mL,300,300,mg/ml,high,mass_volume,,,,,,,,,
33763,270-320 mgI/mL (up to 10 mL/kg),270,320,mg/ml,low,mass_volume,,,,,,,,,
33767,320 mgI/mL 15 ml/kg,320,320,mg/ml,low,mass_volume,,,,,,,,,
21915,"345 μM, 0.2 mg/ml",345,345,mg/ml,low,mass_volume,,,,,,,,,
33843,180-350 mg/mL,180,350,mg/ml,high,mass_volume,,,,,,,,,
33844,180-350 mg/mL - 30-60 mL,180,350,mg/ml,high,mass_volume,,,,,,,,,
33859,300-350 mg/ml,300,350,mg/ml,high,mass_volume,,,,,,,,,
33862,350 mg/ml,350,350,mg/ml,high,mass_volume,,,,,,,,,
33863,350 mg/mL - 30-60 mL,350,350,mg/ml,high,mass_volume,,,,,,,,,
34027,30-370 mg/mL,30,370,mg/ml,high,mass_volume,,,,,,,,,
33997,150-370 mgI/mL,150,370,mg/ml,low,mass_volume,,,,,,,,,
33897,200-370 mg/mL,200,370,mg/ml,high,mass_volume,,,,,,,,,
33898,200-370 mg/mL - 2-25 mL,200,370,mg/ml,high,mass_volume,,,,,,,,,
33922,300-370 mg/mL,300,370,mg/ml,high,mass_volume,,,,,,,,,
33923,300-370 mg/mL,300,370,mg/ml,high,mass_volume,,,,,,,,,
33924,300-370 mg/mL - 83-207 mL,300,370,mg/ml,high,mass_volume,,,,,,,,,
33925,300-370 mg/mL - 83-207 mL,300,370,mg/ml,high,mass_volume,,,,,,,,,
33926,300-370 mg/mL - 83-207 mL,300,370,mg/ml,high,mass_volume,,,,,,,,,
33927,370 mg/mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33930,370 mg/mL - 17-150 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33934,370 mg/mL - 33-55 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33937,370 mg/mL - 35-40 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33939,370 mg/mL - 5-40 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33944,370 mg/mL - 6-200 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33945,370 mg/mL - 8.6-50 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
34033,370 mgI/mL,370,370,mg/ml,low,mass_volume,,,,,,,,,
34034,370 mgI/mL.,370,370,mg/ml,low,mass_volume,,,,,,,,,
33928,370 mg/mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33929,370 mg/mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
19648,"370mg/mL, 6 mL/kg",370,370,mg/ml,high,mass_volume,,,,,,,,,
19667,370 mg/ml 60 μl,370,370,mg/ml,high,mass_volume,,,,,,,,,
33931,370 mg/mL - 17-150 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33932,370 mg/mL - 25-40 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33933,370 mg/mL - 3-18 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33935,370 mg/mL - 33-55 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33936,370 mg/mL - 35-200 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33938,370 mg/mL - 40.5 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33940,370 mg/mL - 50-100 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33941,370 mg/mL - 52 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33942,370 mg/mL - 52 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33943,370 mg/mL - 6-150 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33946,370 mg/mL - 90.5-180 mL,370,370,mg/ml,high,mass_volume,,,,,,,,,
33947,370-400 mg/mL - 25-50 mL,370,400,mg/ml,high,mass_volume,,,,,,,,,
37866,"500 ul, 4 mg/ml, once a week for three weeks",500,500,mg/ml,low,mass_volume,,,,,,,,,
37867,"500 ul, 8 mg/ml, once a week for three weeks",500,500,mg/ml,low,mass_volume,,,,,,,,,
33758,520 mg/mL - 20 mL,520,520,mg/ml,high,mass_volume,,,,,,,,,
26238,"1000 mg/mL, 0.12 uL/g body weight",1000,1000,mg/ml,high,mass_volume,,,,,,,,,
20342,"200 ng/L in drinking water, every secondD, at pregnantD 9.5–19.5",200,200,ng/l,high,mass_volume,,,,,,,,,
41960,100 ng/mL/day,100,100,ng/ml,high,mass_volume,,,1,day,,,,,
53173,2.9 ng/mL,2.9,2.9,ng/ml,high,mass_volume,,,,,,,,,
28366,"3 ng/mL, 24D",3,3,ng/ml,high,mass_volume,,,,,,,,,
24094,"40.9 ng/mL, maternal drug conc on pregnant day15, throughout gestation",40.9,40.9,ng/ml,high,mass_volume,,,,,,,,,
9083,25 pg/1 ul,25,25,pg/ul,high,mass_volume,,,,,,,,,
20336,"20 ppb in diet, from 3 to 8 w old",20,20,ug/l,high,mass_volume,,,,,,,,,
20391,"50 ppb in diet, at 3–5 w old",50,50,ug/l,high,mass_volume,,,,,,,,,
20392,"50 ppb in diet, from 3 to 8 w old",50,50,ug/l,high,mass_volume,,,,,,,,,
20394,"50 ppb in diet, pregnant, from pregnant day 0.5 to 4.5",50,50,ug/l,high,mass_volume,,,,,,,,,
20393,"50 ppb in diet, pregnant, from 3 to 8 w old, then from pregnant day 0.5 to 4.5",50,50,ug/l,high,mass_volume,,,,,,,,,
5787,"50 ppb in drinking water, 2 months",50,50,ug/l,high,mass_volume,,,,,,,,,
25024,200 ppb,200,200,ug/l,high,mass_volume,,,,,,,,,
20343,250 ppb/28D,250,250,ug/l,high,mass_volume,,,,,,,,,
20359,320 ppb/26W,320,320,ug/l,high,mass_volume,,,,,,,,,
20358,320 ppb in diet/26W,320,320,ug/l,high,mass_volume,,,,,,,,,
20397,500 ppb/28D,500,500,ug/l,high,mass_volume,,,,,,,,,
28416,800 ppb,800,800,ug/l,high,mass_volume,,,,,,,,,
28417,800 ppb/16W,800,800,ug/l,high,mass_volume,,,,,,,,,
20316,1000 ppb/28D,1000,1000,ug/l,high,mass_volume,,,,,,,,,
20324,1500 ppb in diet/39W,1500,1500,ug/l,high,mass_volume,,,,,,,,,
28352,2000 ppb/12W,2000,2000,ug/l,high,mass_volume,,,,,,,,,
41782,0.01 ug/L.,0.01,0.01,ug/l,high,mass_volume,,,,,,,,,
41793,1 ug/L.,1,1,ug/l,high,mass_volume,,,,,,,,,
10037,6.1 ug/L,6.1,6.1,ug/l,high,mass_volume,,,,,,,,,
56429,34 ug/lb,34,34,ug/l,high,mass_volume,,,,,,,,,
26618,110 ug/L,110,110,ug/l,high,mass_volume,,,,,,,,,
16764,8 ug/m3/1-21D preg,8,8,ug/m3,low,mass_volume,,,,,,,,,
16759,20 ug/m3/26W,20,20,ug/m3,low,mass_volume,,,,,,,,,
5766,31 ug/m3/24H/22W,31,31,ug/m3,low,mass_volume,,,,,,,,,
34894,100 ug/m3/1-7D preg,100,100,ug/m3,low,mass_volume,,,,,,,,,
26653,200 ug/m3/24H/65D,200,200,ug/m3,low,mass_volume,,,,,,,,,
5794,500 ug/m3/24H/33D,500,500,ug/m3,low,mass_volume,,,,,,,,,
28403,500 ug/m3/4H/1-19D preg,500,500,ug/m3,low,mass_volume,,,,,,,,,
17861,500 ug/m3/24H/13W,500,500,ug/m3,low,mass_volume,,,,,,,,,
34928,860 ug/m3/1-7D preg,860,860,ug/m3,low,mass_volume,,,,,,,,,
48137,1500 ug/m3/24H/13W,1500,1500,ug/m3,low,mass_volume,,,,,,,,,
37316,1700 ug/m3/17W,1700,1700,ug/m3,low,mass_volume,,,,,,,,,
38255,2300 ug/m3/4H/13W,2300,2300,ug/m3,low,mass_volume,,,,,,,,,
48420,>4100 ug/m3/4H,4100,4100,ug/m3,low,mass_volume,,,,,,,,,
843,5070 ug/m3/24H/95D,5070,5070,ug/m3,low,mass_volume,,,,,,,,,
54839,8100 ug/m3/4H/30D,8100,8100,ug/m3,low,mass_volume,,,,,,,,,
1090,11600 ug/m3/18H/2Y,11600,11600,ug/m3,low,mass_volume,,,,,,,,,
9779,13900 ug/m3/4H/30D,13900,13900,ug/m3,low,mass_volume,,,,,,,,,
28334,18750 ug/m3/2Y,18750,18750,ug/m3,low,mass_volume,,,,,,,,,
15788,19700 ug/m3/4H,19700,19700,ug/m3,low,mass_volume,,,,,,,,,
30922,33500 ug/m3/24H/1-20D preg,33500,33500,ug/m3,low,mass_volume,,,,,,,,,
38265,43790 ug/m3/4H,43790,43790,ug/m3,low,mass_volume,,,,,,,,,
14740,"16 μg/ml/day, 5D",16,16,ug/ml,low,mass_volume,,,1,day,,,,,
14775,"32 μg/ml/day, 5W",32,32,ug/ml,low,mass_volume,,,1,day,,,,,
58070,40 ug/mL-1 drop/once a day,40,40,ug/ml,high,mass_volume,,,1,day,,,,,
36161,15-50ug/mL/once a day,15,50,ug/ml,high,mass_volume,,,1,day,,,,,
59513,"50 ul 10 mg/mL,5 times/day, 10D",50,50,ug/ml,low,mass_volume,,,1,day,,,,,
11179,50 ug/mL/once a day,50,50,ug/ml,high,mass_volume,,,1,day,,,,,
25607,"1 μg/mL/kg, twice, 2 days interval",1,1,ug/ml,low,mass_volume,,,2,day,,,,,
59514,"50 ul 10 mg/mL,TID, 21D",50,50,ug/ml,low,mass_volume,,,3,day,,,,,
13332,10-20 ug/mL - 1 drop/6 times a day,10,20,ug/ml,high,mass_volume,,,6,day,,,,,
13354,20 ug/mL - 1 drop/6 times a day,20,20,ug/ml,high,mass_volume,,,6,day,,,,,
16665,0.02 ug/mL,0.02,0.02,ug/ml,high,mass_volume,,,,,,,,,
12150,0.04 ug/mL,0.04,0.04,ug/ml,high,mass_volume,,,,,,,,,
58494,"0.05 ug/mL, pregnant, pregnant days 0 - postnatal day 21, then pups at postnatal days 21-154",0.05,0.05,ug/ml,high,mass_volume,,,,,,,,,
58495,"0.05 ug/mL, pregnant, pregnant days 0 - postnatal day 21, then pups at postnatal days 21-259",0.05,0.05,ug/ml,high,mass_volume,,,,,,,,,
12152,0.078 ug/mL/3H,0.078,0.078,ug/ml,high,mass_volume,,,,,,,,,
19129,"0.5 ug/mL, pregnant, on pregnant d 16–19",0.5,0.5,ug/ml,high,mass_volume,,,,,,,,,
19130,"0.5 ug/mL, pregnant, on pregnant days 16-19",0.5,0.5,ug/ml,high,mass_volume,,,,,,,,,
18314,0.5 ug/mL/4H,0.5,0.5,ug/ml,high,mass_volume,,,,,,,,,
39236,0.8 ug/mL plasma,0.8,0.8,ug/ml,high,mass_volume,,,,,,,,,
39237,0.9 ug/mL plasma,0.9,0.9,ug/ml,high,mass_volume,,,,,,,,,
33778,>1 ug/ml/48 hours,1,1,ug/ml,high,mass_volume,,,,,,,,,
16209,1.27 ug/0.1 mL,1.27,1.27,ug/ml,high,mass_volume,,,,,,,,,
18316,1.5 ug/mL/4H,1.5,1.5,ug/ml,high,mass_volume,,,,,,,,,
24524,"2 ug/0.1 mL, 4D",2,2,ug/ml,high,mass_volume,,,,,,,,,
43423,"2 ug/mL in 2% saccharine in drinking water, 4 w age pups, 4W",2,2,ug/ml,high,mass_volume,,,,,,,,,
16672,2.5 ug/mL/3H,2.5,2.5,ug/ml,high,mass_volume,,,,,,,,,
27148,2.5 ug/mL - 1 mL,2.5,2.5,ug/ml,high,mass_volume,,,,,,,,,
13254,"2.93 ug/mL, 30 uL",2.93,2.93,ug/ml,high,mass_volume,,,,,,,,,
19423,"3 ug/0.03 ml, 100 ug/ml, 5D",3,3,ug/ml,high,mass_volume,,,,,,,,,
35420,4.9 ug/0.5 ml,4.9,4.9,ug/ml,high,mass_volume,,,,,,,,,
35421,4.9 ug/0.5 ml,4.9,4.9,ug/ml,high,mass_volume,,,,,,,,,
30866,5 ug/0.5 ml,5,5,ug/ml,high,mass_volume,,,,,,,,,
60,5 ug/mL,5,5,ug/ml,high,mass_volume,,,,,,,,,
17322,5 ug/mL,5,5,ug/ml,high,mass_volume,,,,,,,,,
27155,5 ug/mL,5,5,ug/ml,high,mass_volume,,,,,,,,,
16677,5 ug/mL/3H,5,5,ug/ml,high,mass_volume,,,,,,,,,
27156,5 ug/mL - 1 mL,5,5,ug/ml,high,mass_volume,,,,,,,,,
35422,6 ug/0.5 ml,6,6,ug/ml,high,mass_volume,,,,,,,,,
35424,6 ug/0.5 ml,6,6,ug/ml,high,mass_volume,,,,,,,,,
32267,10 ug/mL,10,10,ug/ml,high,mass_volume,,,,,,,,,
20485,"10 ug/ml, 0.1 ml, 4 times every 2W",10,10,ug/ml,high,mass_volume,,,,,,,,,
52772,10.8 ug/mL,10.8,10.8,ug/ml,high,mass_volume,,,,,,,,,
14579,12.5 ug/mL in drinking water/18 months,12.5,12.5,ug/ml,high,mass_volume,,,,,,,,,
25761,12.5 ug/mL,12.5,12.5,ug/ml,high,mass_volume,,,,,,,,,
32268,10-20 ug/mL,10,20,ug/ml,high,mass_volume,,,,,,,,,
32288,20 ug/mL,20,20,ug/ml,high,mass_volume,,,,,,,,,
13355,20 ug/mL - 1 drop/6 tmes a day,20,20,ug/ml,high,mass_volume,,,,,,,,,
9056,20 ul of 0.1 ug/ml,20,20,ug/ml,low,mass_volume,,,,,,,,,
45003,27.0-273.0 µg/ml,27,27,ug/ml,low,mass_volume,,,,,,,,,
43481,"30 ug/mL in drink water, 7W",30,30,ug/ml,high,mass_volume,,,,,,,,,
58066,30-40 ug/mL,30,40,ug/ml,high,mass_volume,,,,,,,,,
58067,30-40 ug/mL,30,40,ug/ml,high,mass_volume,,,,,,,,,
58069,40 ug/mL,40,40,ug/ml,high,mass_volume,,,,,,,,,
27554,"40 ug/mL, 10D",40,40,ug/ml,high,mass_volume,,,,,,,,,
48590,"40 μg/ml, 0.1 ml/min",40,40,ug/ml,low,mass_volume,,,1,min,,,,,
51432,25-48 ug/mL,25,48,ug/ml,high,mass_volume,,,,,,,,,
43516,"50 ug/mL in drinking water, pregnant,throughout pregnancy to birth",50,50,ug/ml,high,mass_volume,,,,,,,,,
9231,50 ul of 0.1 ug/ml,50,50,ug/ml,low,mass_volume,,,,,,,,,
26290,50 ug/mL,50,50,ug/ml,high,mass_volume,,,,,,,,,
45870,50 ug/mL,50,50,ug/ml,high,mass_volume,,,,,,,,,
13212,"50 ug/mL, 120 min",50,50,ug/ml,high,mass_volume,,,,,,,,,
